ID,Question_Category,Questions_Descriptions,Choice_1,Choice_2,Choice_3,Choice_4,Right_Answer
272,PPU,"Nelayan yang berdampak reklamasi Terminal Petikemas pelabuhan Belawan Medan meminta ganti rugi kepada PT Pelabuhan Indonesia I. Nelayan rugi karena reklamasi menutup alur kapal nelayan sehingga mereka harus menambah 1 mil perjalanan setiap hari dengan tambahan 1 liter solar. Perwakilan nelayan terdampak menyampaikan hal tersebut pada rapat dengar pendapat di Dewan Perwakilan Rakyat Daerah Sumatera Utara, Medan. Reklamasi Pelabuhan Belawan sudah berlangsung tiga tahun. Namun, sampai sekarang, nelayan belum mendapat ganti rugi. Rapat yang dipimpin Ketua Komisi B DPRD Sumut itu dihadiri Kepala Bidang Perikanan Tangkap Dinas Pertanian dan Perikanan Kota Medan, Friska Irnawati Purba, serta Kepala Bidang Perencanaan dan Pembangunan Kantor Otoritas Pelabuhan Utama Belawan, Thomas. Octavianus Sipa helut. PT Pelabuhan Indonesia I diundang, tetapi tidak hadir.

Selama tiga tahun mereka belum mendapat ganti rugi. Baru pada 10 April, ada 3.228 nelayan dinyatakan sudah diverifikasi dan akan menerima tali kasih Rp 3.097.000 pernelayan. Delapan orang menerima dana secara simbolis. Sebanyak 300 nelayan tidak masuk dalam daftar nelayan yang terdampak reklamasi yang diverifikasi. Para nelayan hanya minta ganti rugi untuk tambahan bahan bakar selama empat tahun, sekitar 6 juta per nelayan. Petugas Pertanian dan Perikanan Kota Medan kesulitan melakukan verifikasi karena ada penolakan nelayan di lapangan. Akibatnya, sejumlah nelayan yang tidak masuk dalam daftar nelayan yang terdampak. Data hasil verifikasi terhadap 3.228 nelayan sudah final dan tidak ada tambahan lagi.

Kesalahan Ejaan dalam kalimat tersebut ditemukan dalam kalimat",Kalimat kedua paragraf ketiga.,Kalimat ketiga paragraf kedua.,Kalimat kelima paragraf keempat.,Kalimat kesatu paragraf kedua.,0
273,PPU,"(1) Sebagian besar orang sering mengeluh karena terlalu sibuk. (2) Mereka umumnya ingin memiliki lebih banyak waktu luang. (3) Namun, penelitian terbaru menemukan bahwa terlalu banyak waktu luang ternyata tidak lebih baik daripada terlalu sibuk. (4) Menurut penelitian yang diterbitkan oleh American Psychological Association, bertambahnya waktu luang memang dapat meningkatkan rasa bahagia. (5) Akan tetapi, perasaan itu hanya bertahan sampai titik tertentu. (6) Jika waktu luang yang dimiliki terlalu banyak, akan ada dampak buruk yang timbul.

(7) Untuk menyelidiki fenomena tersebut, para peneliti melakukan eksperimen daring yang melibatkan lebih dari 6.000 peserta. (8) Peneliti menemukan bahwa orang yang memiliki waktu luang sedikit merasa lebih stres daripada mereka yang memiliki jumlah waktu luang sedang. (9) Sementara itu, mereka yang memiliki waktu luang banyak juga merasa kurang produktif daripada mereka yang berada dalam kelompok sedang. (10) Lebih lanjut, temuan tersebut menunjukkan bahwa berakhir dengan waktu luang sepanjang hari untuk melakukan hal-hal yang diinginkan ternyata dapat membuat seseorang merasa tidak bahagia. (11) Sebaliknya, orang harus berusaha untuk memiliki waktu luang dalam jumlah sedang agar dapat melakukan apa yang mereka inginkan.

Perumpamaan pada teks dapat ditemukan pada kalimat ….
",6,7,9,13,3
274,PPU,"(1) Sebagian besar orang sering mengeluh karena terlalu sibuk. (2) Mereka umumnya ingin memiliki lebih banyak waktu luang. (3) Namun, penelitian terbaru menemukan bahwa terlalu banyak waktu luang ternyata tidak lebih baik daripada terlalu sibuk. (4) Menurut penelitian yang diterbitkan oleh American Psychological Association, bertambahnya waktu luang memang dapat meningkatkan rasa bahagia. (5) Akan tetapi, perasaan itu hanya bertahan sampai titik tertentu. (6) Jika waktu luang yang dimiliki terlalu banyak, akan ada dampak buruk yang timbul.

(7) Untuk menyelidiki fenomena tersebut, para peneliti melakukan eksperimen daring yang melibatkan lebih dari 6.000 peserta. (8) Peneliti menemukan bahwa orang yang memiliki waktu luang sedikit merasa lebih stres daripada mereka yang memiliki jumlah waktu luang sedang. (9) Sementara itu, mereka yang memiliki waktu luang banyak juga merasa kurang produktif daripada mereka yang berada dalam kelompok sedang. (10) Lebih lanjut, temuan tersebut menunjukkan bahwa berakhir dengan waktu luang sepanjang hari untuk melakukan hal-hal yang diinginkan ternyata dapat membuat seseorang merasa tidak bahagia. (11) Sebaliknya, orang harus berusaha untuk memiliki waktu luang dalam jumlah sedang agar dapat melakukan apa yang mereka inginkan.

Kalimat yang TIDAK efektif dalam bacaan tersebut adalah ….
",Kalimat (4),Kalimat (5),Kalimat (6),Kalimat (8),2
275,PPU,"Hubungan atau keterikatan emosional antara orang tua dan anak adalah anugerah alami yang dimiliki setiap orang tua dalam mengasuh dan membesarkan anak-anak mereka. Orang tua secara alamiah telah melakukan tugas dan fungsi pengasuhan anak sejak peran sebagai orang tua dimulai. Akan tetapi, dalam realitasnya tetap diperlukan pengetahuan dalam khazanah pengasuhan anak remaja agar mereka tidak terlibat dalam penyalahgunaan narkotika dan obat-obat terlarang.
Simpulan yang tepat untuk paragraf di atas adalah...",Orang tua berkewajiban membesarkan anak-anak mereka.,Orang tua memerlukan bekal pengetahuan dalam mengasuh anak,Anak dan orang tua dalam pengasuhan memiliki hubungan emosional.,Keterikatan emosional antara anak dan orang tua penting.,3
276,PPU,"Sirine sebagai bagian dari sistem peringatan dini tsunami dijalankan dengan menggunakan teknologi komunikasi satelit dan GSM. Begitu ada gempa, sensor yang dipasang pada sirine akan memberikan data secara cepat ke stasiun BMG. Berdasarkan data ini, dilakukan analisis untuk mengetahui terjadinya tsunami atau tidak dalam waktu 10 menit. Bila ada potensi akan terjadi tsunami, sirine langsung dibunyikan dalam bentuk nada tertentu, disertai pengumuman kepada penduduk setempat agar mereka segera mempersiapkan diri dan mengambil tindakan preventif.

Topik bacaan di atas adalah....",proses penanganan tsunami secara dini,proses penanggulangan terjadinya tsunami,proses kerja sistem peringatan dini tsunami,proses kerja sirine sebagai sistem peringatan dini tsunami,3
277,PPU,"Akibatnya Indonesia tidak bisa membeli persenjataan dari Amerika serikat. Selain itu, Indonesia juga tidak bisa membeli suku cadang untuk perawatan peralatan dari Amerika Serikat. Sebagai contoh, dari belasan pesawat Hercules yang dimiliki Indonesia hanya kurang dari lima pesawat saja yang bisa digunakan.

Untuk melengkapi paragraf tersebut menjadi paragraf deduktif, kalimat utama yang tepat adalah..",Amerika Serikat siap mencabut embargo militer terhadap Indonesia.,Pencabutan embargo militer terhadap Indonesia disebabkan maraknya aktivitas terorisme di Indonesia,Amerika Serikat mengenakan embargo senjata pada Indonesia karena banyak warganya menjadi korban pemboman di Indonesia.,Presiden Amerika Serikat akan mencabut embargo militer terhadap pemerintah Indonesia.,2
278,PPU,"Kanker paru saat ini sangat ditakuti sebagai salah satu penyakit yang mematikan. Hanya 25 persen kanker jenis ini bisa terdiagnosis pada tahap dini. Para ahli telah berupaya menemukan cara agar bisa mendeteksi sedini mungkin adanya kanker paru sehingga pasien bisa diselamatkan. Di antara mereka adalah para peneliti dari University of Kentucky's Chandler Medical di Lexington, AS, yang mencoba teknik pemeriksaan antibody dengan ketepatan tinggi untuk mendiagnosis sel kanker tahap dini. Mereka menganalisis 212 ""calon"" penderita kanker dengan semacam protein antibody. Ternyata protein tersebut 90 persen akurat. Cara ini bisa digunakan untuk membedakan antara tumor jinak dan kanker.
Paragraf di atas menjadi lengkap jika dipadukan dengan kalimat penutup sebagai berikut....
","Karena itu, protein banyak dipakai untuk mendeteksi tumor jinak dan kanker.","Oleh sebab itu, kanker paru saat ini tidak perlu ditakuti lagi karena telah ditemukan protein.","Akhirnya, untuk mendiagnosis sel kanker hanya dibutuhkan semacam protein.","Dengan demikian, untuk mendeteksi kanker sedini mungkin, para ahli menggunakan protein antibodi.",3
279,PPU,"Pemanasan global yang memicu perubahan iklim tidak terelakkan dan sedang berlangsung. Penyebabnya adalah penggunaan bahan bakar fosil yang terus menerus menyemburkan emisi melalui cerobong dan knalpot. Para ilmuwan memperkirakan bahwa pada abad ini terjadi peningkatan suhu global antara 1,4 dan 5,8 derajat celcius bergantung pada volume bahan bakar fosil yang dibakar dan kepekaan system iklim menghadapinya. Bahan bakar fosil seperti minyak, batu bara, dan gas sebagai sumber energi menghasilkan gas CO2 yang dilepaskan ke atmosfer sebagai sisa pembakaran. Gas tersebut beserta gas-gas lain menumpuk, menyelimuti bumi, dan menghalangi radiasi panas matahari yang seharusnya dikembalikan ke angkasa. Radiasi panas dipantulkan kembali ke bumi, diserap di permukaan, dan menimbulkan fenomena yang disebut efek gas rumah kaca. Efek gas rumah kaca yang terjebak di atmosfer itulah yang meningkatkan secara drastis temperatur di permukaan bumi sehingga terjadi pemanasan global. Penggunaan bahan fosil secara besar-besaran telah menyumbangkan 37 persen dari total emisi CO2 di Indonesia. Angka tersebut akan terus meningkat jika tidak ada upaya menghentikan atau mengurangi penggunaan energi fosil.

Berdasarkan isi teks tersebut, pernyataan ini benar, KECUALI",Efek gas rumah kaca terjadi karena radiasi panas matahari di bumi tidak dapat dikembalikan ke angkasa akibat terhalang gas CO2,"Menurut perhitungan para ilmuwan, temperatur udara di bumi naik dari 1,4 sampai 5,8 derajat Celcius setiap abad.",Pemanasan global dapat dikendalikan dengan mengurangi pemakaian energi fosil.,Lebih dari sepertiga total emisi CO2 di Indonesia disebabkan oleh pemakaian bahan bakar fosil.,1
280,PPU,Bentuk akronim terdapat dalam kalimat ...,Sidang tahunan MPR berlangsung dari tanggal 1 sd 10 Agustus 2002.,Ibu membeli 5 kg gula dan 2 I minyak goreng.,Seorang satpam berdiri di muka kantor itu.,Dulu kami tinggal di RT 007 RW 011 Kelurahan Rawamangun,2
281,PPU,"Kain adat Ulos, Uis Karo, dan Uis Beka yang dirajut dengan alat tenun tradisional gedokan, banyak diburu oleh karena halus dan rapi. Penenun yang menggunakan gedokan tidak bisa bebas bergerak karena alat itu harus dipangku pada saat dipakai, kemampuannya hanya satu lembar kain setiap kali menenun. Sahat, penenun pribumi, mencoba memberanikan diri memakai Alat Tenun Bukan Mesin (ATBM) untuk merajut kain adat. Ternyata hasil rajutannya tidak kalah halusnya dengan alat tradisional gedokan. Di samping halus dan rapi, hasilnya dapat meningkatkan nilai produksinya. Dialah yang menepis anggapan bahwa kain adat
hanya dirajut dengan menggunakan gedokan.
Simpulan dari penggalan berita tersebut adalah...","Kain adat tradisional Ulos, Uis Karo, dan Uis Beka banyak diburu orang.",Alat tenun gedokan sebaiknya diganti dengan ATBM.,Kain adat dapat dirajut melalui ATBM.,Penenun gedokan harus bekerja lebih keras daripada penenun ATBM.,0
282,PPU,"Sejak tahun 1980-an saat film Indonesia mulai tampil di panggung perfilman internasional, dalam pembuatan film yang bermutu menjadi salah satu tuntutan. Para pekerja film tergugah ingin menguasai pengetahuan tentang pembuatan film. Para pekerja film tergugah ingin menguasai pengetahuan tentang pembuatan film. Sehingga mereka mulai menyadari bahwa kelemahan film Indonesia terletak pada skenarionya. Mengenai kelemahan itu bukanlah disebabkan oleh penulis skenario yang kurang berbakat, melainkan kurangnya penguasaan teknik atau teori penulisan skenario. Sebab sebuah film dapat menjadi baik kalau dirancang dengan skenario yang bagus sehingga jelas jalan ceritanya.

Kalimat-kalimat dalam paragraph tersebut tidak baku, sehingga perlu diperbaiki dengan cara berikut, KECUALI..",menghilangkan kata dalam pada kalimat pertama,menghilangkan kata bahwa pada kalimat ketiga.,menggabungkan kalimat kelima dengan kalimat keempat.,menghilangkan kata mengenai pada kalimat keempat.,3
283,PPU,"Mitigasi bencana ada dua macam, yaitu mitigasi struktural dan nonstrktural. Mitigasi struktural biasanya terkait dengan bangunan tahan gempa, sedangkan yang nonstruktural berhubungan dengan pendidikan dan tata guna lahan.

Padanan kata yang tepat untuk kata mitigasi dalam kalimat tersebut adalah ....",Peringanan,Peringatan,Pengurangan,Peredaan,2
284,PPU,"(1)Teknologi modifikasi cuaca [...] beberapa hari terakhir di daerah tangkapan air Danau Toba. (2)Curah hujan mulai meningkat, tetapi tinggi muka air Danau Toba masih terus menurun. (3)[...] tinggi muka air [...] banyak dermaga tidak bisa digunakan, PLTA terancam berhenti beroperasi, irigasi terganggu, pasokan air baku rumah tangga dan industri berkurang, serta pariwisata terancam. (4)Level tinggi muka air (TMA) Danau Toba per Selasa (6/4/2021) pun sudah [...] 903,175 meter di atas permukaan laut (mdpl). (5)""Teknologi modifikasi cuaca diterapkan untuk [...] penurunan TMA Danau Toba agar tidak sampai ke level batas minimum, yakni 902,40 mdpl"", kata Koordinator Lapangan Teknologi Modifikasi Cuaca Daerah Aliran Sungai (DAS) Danau Toba Cornelius A Nababan, Rabu (7/4/2021). (6)Teknologi modifikasi cuaca dilakukan dengan mensemprotkan bahan semai flare cosat berupa kalsium klorida dan magnesium klorida dari bawah atau atas awan. (7)Metode ini berbeda dengan [...] garam (NaCl) ke punggung awan yang biasa digunakan dalam menangani kebakaran hutan.

Kata yang tepat untuk mengisi bagian yang rumpang pada teks di atas adalah...","Digunakan, menjadikan, berada, mencegah, ditabur.","Diterapkan, membuat, berada, tahanan, taburkan","Diterapkan, membuat, berada, menahan, penyemaian","Digunakan, membuat, keberadaan, menahan, menabur",2
285,PPU,"(1)Teknologi modifikasi cuaca [...] beberapa hari terakhir di daerah tangkapan air Danau Toba. (2)Curah hujan mulai meningkat, tetapi tinggi muka air Danau Toba masih terus menurun. (3)[...] tinggi muka air [...] banyak dermaga tidak bisa digunakan, PLTA terancam berhenti beroperasi, irigasi terganggu, pasokan air baku rumah tangga dan industri berkurang, serta pariwisata terancam. (4)Level tinggi muka air (TMA) Danau Toba per Selasa (6/4/2021) pun sudah [...] 903,175 meter di atas permukaan laut (mdpl). (5)""Teknologi modifikasi cuaca diterapkan untuk [...] penurunan TMA Danau Toba agar tidak sampai ke level batas minimum, yakni 902,40 mdpl"", kata Koordinator Lapangan Teknologi Modifikasi Cuaca Daerah Aliran Sungai (DAS) Danau Toba Cornelius A Nababan, Rabu (7/4/2021). (6)Teknologi modifikasi cuaca dilakukan dengan mensemprotkan bahan semai flare cosat berupa kalsium klorida dan magnesium klorida dari bawah atau atas awan. (7)Metode ini berbeda dengan [...] garam (NaCl) ke punggung awan yang biasa digunakan dalam menangani kebakaran hutan.

Asas paralelisme atau kesejajaran bentuk pada teks di atas ditemukan pada...",Kalimat 2,Kalimat 4,Kalimat 5,Kalimat 6,3
286,PPU,"(1) Tol laut berbeda dengan tol yang ada di darat.
(2) Tol laut menyediakan fasilitas penyeberangan antarpulau bagi kapal-kapal.
(3) Pembangunan tol laut ini memiliki berbagai dampak positif bagi Indonesia yang merupakan negara kepulauan.
(4) Salah satu contoh dampak positif dari pembangunan tol laut yang nantinya akan dijalankan adalah membuat penduduk yang ada di Pulau Papua makin mudah berdagang dengan penduduk yang ada di Pulau Jawa.
(5) Dengan melihat dampak positif yang ada, pada pemerintahan saat ini, pembangunan tol laut makin digencarkan.
(6) Namun, pembangunan tol laut ini tidak serta merta mendapat respons positif dari seluruh kalangan masyarakat.
(7) Ada beberapa kalangan atau kelompok masyarakat yang menolak pembangunan tol laut.
(8) Pada dasarnya, kalangan tertentu tersebut tidak sepenuhnya menolak pembangunan tol laut.
(9) Penolakan mereka sebenarnya didasarkan pada beberapa kekhawatiran, seperti hanya akan digunakannya tol laut untuk kampanye para elite politik.
(10) Mereka juga khawatir jika sarana dan prasarana yang digunakan untuk pembangunan tol laut sepenuhnya diambil dari barang impor sehingga pembangunan tol laut justru akan membahayakan industri kapal dalam negeri ke depannya.
(11) Namun, meski ada beberapa penolakan, pemerintah terlihat tetap mantap untuk melanjutkan program pembangunan tol laut sebab dampaknya dianggap bisa memberikan peningkatan kesejahteraan bagi masyarakat di wilayah pesisir.

Tujuan penulis menuliskan kalimat (4) pada teks tersebut adalah ....",menggambarkan dampak positif pembangunan tol laut dengan perumpamaan yang lebih mudah ditangkap oleh orang awam,mengungkapkan data terkait banyaknya dampak positif yang dirasakan oleh penduduk sebelum dibangunnya tol laut,menunjukkan bahwa dampak positif pembangunan tol laut bisa dirasakan oleh penduduk di Pulau Jawa dan Papua,memberitahukan bahwa jalur tol laut nantinya hanya dari Pulau Papua ke Pulau Jawa,0
287,PPU,"(1) Tol laut berbeda dengan tol yang ada di darat.
(2) Tol laut menyediakan fasilitas penyeberangan antarpulau bagi kapal-kapal.
(3) Pembangunan tol laut ini memiliki berbagai dampak positif bagi Indonesia yang merupakan negara kepulauan.
(4) Salah satu contoh dampak positif dari pembangunan tol laut yang nantinya akan dijalankan adalah membuat penduduk yang ada di Pulau Papua makin mudah berdagang dengan penduduk yang ada di Pulau Jawa.
(5) Dengan melihat dampak positif yang ada, pada pemerintahan saat ini, pembangunan tol laut makin digencarkan.
(6) Namun, pembangunan tol laut ini tidak serta merta mendapat respons positif dari seluruh kalangan masyarakat.
(7) Ada beberapa kalangan atau kelompok masyarakat yang menolak pembangunan tol laut.
(8) Pada dasarnya, kalangan tertentu tersebut tidak sepenuhnya menolak pembangunan tol laut.
(9) Penolakan mereka sebenarnya didasarkan pada beberapa kekhawatiran, seperti hanya akan digunakannya tol laut untuk kampanye para elite politik.
(10) Mereka juga khawatir jika sarana dan prasarana yang digunakan untuk pembangunan tol laut sepenuhnya diambil dari barang impor sehingga pembangunan tol laut justru akan membahayakan industri kapal dalam negeri ke depannya.
(11) Namun, meski ada beberapa penolakan, pemerintah terlihat tetap mantap untuk melanjutkan program pembangunan tol laut sebab dampaknya dianggap bisa memberikan peningkatan kesejahteraan bagi masyarakat di wilayah pesisir.

Dalam teks tersebut, penulis berpihak kepada ....",para elite politik,penduduk di Pulau Jawa,penduduk di Pulau Papua,pemerintahan saat ini,3
288,PPU,"(1) Tol laut berbeda dengan tol yang ada di darat.
(2) Tol laut menyediakan fasilitas penyeberangan antarpulau bagi kapal-kapal.
(3) Pembangunan tol laut ini memiliki berbagai dampak positif bagi Indonesia yang merupakan negara kepulauan.
(4) Salah satu contoh dampak positif dari pembangunan tol laut yang nantinya akan dijalankan adalah membuat penduduk yang ada di Pulau Papua makin mudah berdagang dengan penduduk yang ada di Pulau Jawa.
(5) Dengan melihat dampak positif yang ada, pada pemerintahan saat ini, pembangunan tol laut makin digencarkan.
(6) Namun, pembangunan tol laut ini tidak serta merta mendapat respons positif dari seluruh kalangan masyarakat.
(7) Ada beberapa kalangan atau kelompok masyarakat yang menolak pembangunan tol laut.
(8) Pada dasarnya, kalangan tertentu tersebut tidak sepenuhnya menolak pembangunan tol laut.
(9) Penolakan mereka sebenarnya didasarkan pada beberapa kekhawatiran, seperti hanya akan digunakannya tol laut untuk kampanye para elite politik.
(10) Mereka juga khawatir jika sarana dan prasarana yang digunakan untuk pembangunan tol laut sepenuhnya diambil dari barang impor sehingga pembangunan tol laut justru akan membahayakan industri kapal dalam negeri ke depannya.
(11) Namun, meski ada beberapa penolakan, pemerintah terlihat tetap mantap untuk melanjutkan program pembangunan tol laut sebab dampaknya dianggap bisa memberikan peningkatan kesejahteraan bagi masyarakat di wilayah pesisir.

 Makna kata “elite” pada kalimat (9) teks tersebut adalah ....",kelompok kecil orang-orang terpandang,anggota kelompok yang sering berfoya-foya,segolongan orang dengan kemampuan khusus,kumpulan orang yang memiliki barang-barang mewah,0
289,PPU,"(1) Tol laut berbeda dengan tol yang ada di darat.
(2) Tol laut menyediakan fasilitas penyeberangan antarpulau bagi kapal-kapal.
(3) Pembangunan tol laut ini memiliki berbagai dampak positif bagi Indonesia yang merupakan negara kepulauan.
(4) Salah satu contoh dampak positif dari pembangunan tol laut yang nantinya akan dijalankan adalah membuat penduduk yang ada di Pulau Papua makin mudah berdagang dengan penduduk yang ada di Pulau Jawa.
(5) Dengan melihat dampak positif yang ada, pada pemerintahan saat ini, pembangunan tol laut makin digencarkan.
(6) Namun, pembangunan tol laut ini tidak serta merta mendapat respons positif dari seluruh kalangan masyarakat.
(7) Ada beberapa kalangan atau kelompok masyarakat yang menolak pembangunan tol laut.
(8) Pada dasarnya, kalangan tertentu tersebut tidak sepenuhnya menolak pembangunan tol laut.
(9) Penolakan mereka sebenarnya didasarkan pada beberapa kekhawatiran, seperti hanya akan digunakannya tol laut untuk kampanye para elite politik.
(10) Mereka juga khawatir jika sarana dan prasarana yang digunakan untuk pembangunan tol laut sepenuhnya diambil dari barang impor sehingga pembangunan tol laut justru akan membahayakan industri kapal dalam negeri ke depannya.
(11) Namun, meski ada beberapa penolakan, pemerintah terlihat tetap mantap untuk melanjutkan program pembangunan tol laut sebab dampaknya dianggap bisa memberikan peningkatan kesejahteraan bagi masyarakat di wilayah pesisir.

Berdasarkan cara penulis menuangkan ide dan gagasannya, bagaimana sikap penulis yang tergambar dalam teks tersebut?",Mendukung orang-orang yang menolak gagasan pemerintah terkait pembangunan tol laut,Menyetujui pemikiran bahwa tol laut dapat memberikan banyak dampak positif bagi negara kepulauan,Bersikap netral dan tidak memberikan opini dari dampak yang mungkin ditimbulkan atas pembangunan tol laut,Kecewa akan adanya kemungkinan sarana yang digunakan untuk pembangunan tol laut sepenuhnya barang impor,1
290,PPU,"(1) Tol laut berbeda dengan tol yang ada di darat.
(2) Tol laut menyediakan fasilitas penyeberangan antarpulau bagi kapal-kapal.
(3) Pembangunan tol laut ini memiliki berbagai dampak positif bagi Indonesia yang merupakan negara kepulauan.
(4) Salah satu contoh dampak positif dari pembangunan tol laut yang nantinya akan dijalankan adalah membuat penduduk yang ada di Pulau Papua makin mudah berdagang dengan penduduk yang ada di Pulau Jawa.
(5) Dengan melihat dampak positif yang ada, pada pemerintahan saat ini, pembangunan tol laut makin digencarkan.
(6) Namun, pembangunan tol laut ini tidak serta merta mendapat respons positif dari seluruh kalangan masyarakat.
(7) Ada beberapa kalangan atau kelompok masyarakat yang menolak pembangunan tol laut.
(8) Pada dasarnya, kalangan tertentu tersebut tidak sepenuhnya menolak pembangunan tol laut.
(9) Penolakan mereka sebenarnya didasarkan pada beberapa kekhawatiran, seperti hanya akan digunakannya tol laut untuk kampanye para elite politik.
(10) Mereka juga khawatir jika sarana dan prasarana yang digunakan untuk pembangunan tol laut sepenuhnya diambil dari barang impor sehingga pembangunan tol laut justru akan membahayakan industri kapal dalam negeri ke depannya.
(11) Namun, meski ada beberapa penolakan, pemerintah terlihat tetap mantap untuk melanjutkan program pembangunan tol laut sebab dampaknya dianggap bisa memberikan peningkatan kesejahteraan bagi masyarakat di wilayah pesisir.

Paragraf 2 pada teks tersebut berfungsi untuk ...",menjelaskan secara gamblang pihak-pihak yang penolakan pembangunan tol laut,mendukung penolakan terhadap dampak yang terjadi setelah pembangunan tol laut,menjabarkan penolakan golongan tertentu terhadap rencana pembangunan tol laut,menjabarkan penolakan golongan tertentu terhadap rencana pembangunan tol laut,2
291,PPU,"(1) Perkembangan dunia Ilmu Pengetahuan dan Teknologi (IPTEK) kini makin mengagumkan.
(2) Perkembangan tersebut telah membawa manfaat yang luar biasa bagi kemajuan peradaban umat manusia.
(3) Jenis-jenis pekerjaan yang sebelumnya menuntut kemampuan fisik yang cukup besar kini relatif sudah bisa digantikan oleh perangkat mesin-mesin otomatis.
(4) Seolah sudah mampu menggeser posisi kemampuan otak manusia dalam berbagai bidang ilmu dan aktivitas manusia.
(5) Kemajuan teknologi saat ini benar-benar telah diakui dan dirasa mampu memberikan banyak kemudahan serta kenyamanan bagi kehidupan umat manusia.
(6) [...], manusia tidak bisa menipu diri sendiri akan kenyataan bahwa kemajuan teknologi yang sering diagung-agungkan itu juga bisa mendatangkan malapetaka dan kesengsaraan bagi manusia modern.
(7) Kemajuan teknologi yang semula diciptakan untuk memudahkan manusia ketika urusan itu makin mudah justru memunculkan kesepian dan keterasingan baru, yakni lunturnya rasa solidaritas, kebersamaan, dan silaturahmi.
(8) Sebagai contoh, penemuan smartphone telah mengakibatkan sebagian besar masyarakat terlena dengan dunia maya.
(9) Karena hampir segala hal bisa dilakukan lewat smartphone, tak sedikit orang yang akhirnya lebih banyak menghabiskan waktu dengan smartphone daripada dengan orang-orang di lingkungan sekitarnya.

Konjungsi yang tepat untuk bagian rumpang pada kalimat (6) adalah ....",Bahkan,Di samping itu,Sungguhpun demikian,Sementara itu,2
292,PPU,"(1) Perkembangan dunia Ilmu Pengetahuan dan Teknologi (IPTEK) kini makin mengagumkan.
(2) Perkembangan tersebut telah membawa manfaat yang luar biasa bagi kemajuan peradaban umat manusia.
(3) Jenis-jenis pekerjaan yang sebelumnya menuntut kemampuan fisik yang cukup besar kini relatif sudah bisa digantikan oleh perangkat mesin-mesin otomatis.
(4) Seolah sudah mampu menggeser posisi kemampuan otak manusia dalam berbagai bidang ilmu dan aktivitas manusia.
(5) Kemajuan teknologi saat ini benar-benar telah diakui dan dirasa mampu memberikan banyak kemudahan serta kenyamanan bagi kehidupan umat manusia.
(6) [...], manusia tidak bisa menipu diri sendiri akan kenyataan bahwa kemajuan teknologi yang sering diagung-agungkan itu juga bisa mendatangkan malapetaka dan kesengsaraan bagi manusia modern.
(7) Kemajuan teknologi yang semula diciptakan untuk memudahkan manusia ketika urusan itu makin mudah justru memunculkan kesepian dan keterasingan baru, yakni lunturnya rasa solidaritas, kebersamaan, dan silaturahmi.
(8) Sebagai contoh, penemuan smartphone telah mengakibatkan sebagian besar masyarakat terlena dengan dunia maya.
(9) Karena hampir segala hal bisa dilakukan lewat smartphone, tak sedikit orang yang akhirnya lebih banyak menghabiskan waktu dengan smartphone daripada dengan orang-orang di lingkungan sekitarnya.

Kalimat yang strukturnya TIDAK lengkap terdapat pada ....",Kalimat (3),Kalimat (4),Kalimat (5),Kalimat (8),1
293,PPU,"(1) Perkembangan dunia Ilmu Pengetahuan dan Teknologi (IPTEK) kini makin mengagumkan.
(2) Perkembangan tersebut telah membawa manfaat yang luar biasa bagi kemajuan peradaban umat manusia.
(3) Jenis-jenis pekerjaan yang sebelumnya menuntut kemampuan fisik yang cukup besar kini relatif sudah bisa digantikan oleh perangkat mesin-mesin otomatis.
(4) Seolah sudah mampu menggeser posisi kemampuan otak manusia dalam berbagai bidang ilmu dan aktivitas manusia.
(5) Kemajuan teknologi saat ini benar-benar telah diakui dan dirasa mampu memberikan banyak kemudahan serta kenyamanan bagi kehidupan umat manusia.
(6) [...], manusia tidak bisa menipu diri sendiri akan kenyataan bahwa kemajuan teknologi yang sering diagung-agungkan itu juga bisa mendatangkan malapetaka dan kesengsaraan bagi manusia modern.
(7) Kemajuan teknologi yang semula diciptakan untuk memudahkan manusia ketika urusan itu makin mudah justru memunculkan kesepian dan keterasingan baru, yakni lunturnya rasa solidaritas, kebersamaan, dan silaturahmi.
(8) Sebagai contoh, penemuan smartphone telah mengakibatkan sebagian besar masyarakat terlena dengan dunia maya.
(9) Karena hampir segala hal bisa dilakukan lewat smartphone, tak sedikit orang yang akhirnya lebih banyak menghabiskan waktu dengan smartphone daripada dengan orang-orang di lingkungan sekitarnya.

Kata yang dapat menggantikan kata “besar” pada kalimat (3) tanpa mengubah konteks kalimatnya adalah ....",Tinggi,Banyak,Bagus,Hebat,1
