ID,Question_Category,Questions_Descriptions,Choice_1,Choice_2,Choice_3,Choice_4,Right_Answer
839,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
The writer’s tone toward the issue discussed in the passage is",Concerned ,Informative ,Criticize ,Supportive ,3
840,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
What is the text about?",Employee workload at Wings is directly correlated with pay,There is fierce corporate competition among food delivery services,Wings can ensure the survival of its employees by paying a fair salary ,Large food delivery service providers are losing money as a result of escessive  staff compensation costs ,2
841,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
What is correct about Rich Mason?",He is the one of the Wings employees who earns a good salary,He founded Wings and previously worked for well-known food delivery services  like Deliverioo and Uber Eats,"In order to be profitable with established businesses like Deliverioo and Uber  Eats, he founded Wings",He helps people in finding employment that pays enough to cover their basic  needs,3
842,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
The relationship between riders who work five-hour in Wings is similar to that",Teachers and students,Ministries and president,Freelancer and company,Farmers and his field,2
843,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
These statements are correct about the Wings, EXCEPT",Wings is a corporative-style business,Wings is against providing workers insufficient wages,Workers at Wings who deliver food are also CoopCyle members,Wings has thousands of employees in Paris,1
844,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
Paragraph 4 implies that ",London’s most profitable business is DoorDash,Large expenses don’t always result in large profit,Large apps can create more money than cooperatives,"Due to increased demand during the pandemic, Wings income rises",3
845,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
Which of these is correct about the war in DoorDash?",One such food delivery service operating profitably in the epidemic period,"Wings, Deliverioo, and Uber Eats are used by businesses in variety of industries",Largest food delivery business in the United States of America ,One of the biggest delivery firms still affected by the pandemic,3
846,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
The last paragraph of the passage tells the readers that",Wings works with several restaurants in Paris,Up to 2% of the business’s income is allocated to CoopCycle software operations,Wings is a CoopCycle member that collaborates with the European Union  ,Courier at Wings is not a member of CoopCycle because it is a separate business ,3
847,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
The relationship between courier wages and their welfare is similar to that of ",Flooding and deforestation,Restaurant and chef,Watermelons and fruits,Advertising and demand,3
848,EN,"A Food Delivery App That Guarantees a Living Wage 
Workers at London’s Wings co-op get a minimum hourly income, plus benefits 
When Rich Mason quit his job as a theater manager to deliver meals on his bicycle in  2017, he figured it would be a good way of earning some cash while exploring a career change.  But as a rider for a big delivery app, he says, he could barely cover his rent, bringing in as little  as £10 ($13.24) on some days. “It’s a really dehumanizing and horrible experience,” says Mason,  33. “You have no human manager you can talk to. You either get orders through your phone screen or you don’t.” 
That spurred Mason to seek a better way to get meals to hungry folks at home. In July he  started Wings, a cooperative in the North London neighborhood of Finsbury Park that delivers  meals from local restaurants. With £20,000 in government funding and grants from foundations,  Wings has hired a half-dozen riders who work five-hour shifts for a guaranteed wage of £11.05  an hour, the minimum needed to get by in London, according to the nonprofit Living Wage  Foundation. 
Wings is one of scores of cooperatives sprouting up to battle the inequity of part time  jobs, an issue that was made excruciatingly clear as the pandemic fueled soaring demand for  delivery services. Technology companies behind delivery apps are under pressure from investors  and governments to offer better conditions for workers, who are often classed as self-employed  with no benefits or any guarantee of a minimum wage. 
The big apps have dominated the industry so far, because they have vast pools of money  that allow them to build brand awareness and create the complex systems needed to ensure  reliability, says George Maier, a fellow at London School of Economics. But all that spending  hasn’t yielded consistent earnings. Deliveroo and Uber Eats have yet to turn a profit, and  DoorDash was only briefly profitable during the second quarter of 2020 as stay-at-home orders across the U.S. boosted demand for takeout. 
Wings uses a service called CoopCycle, provided by a Paris company that charges about  2% of revenue for software that can track couriers and manage orders from shops and  restaurants. The company has licensed the program to roughly 75 groups across Europe, most of  them less than a year old and about half of which are supported by some form of government  funding, says Adrien Claude, who helps CoopCycle members gain traction. “Every co-op is  running its own business, it’s usually cheaper for restaurants, it’s bike-only,” Claude says. “And  couriers are members, so they want to take care of customers and restaurants.”
The pronoun which in the last paragraph refers to",Wings and CoopCycle,CoopCycle and company at Paris,The Program and 75 groups,75 groups across Europe,2
849,EN,"Loneliness and social isolation in older adults are serious public health risks affecting a significant number of people in the United States and putting them at risk for dementia and other serious medical conditions. A report from the National Academies of Sciences, Engineering, and Medicine (NASEM) points out that more than one-third of adults aged 45 and older feel lonely, and nearly one-fourth of adults aged 65 and older are considered to be socially isolated. Older adults are at increased risk for loneliness and social isolation because they are more likely to face factors such as living alone, the loss of family or friends, chronic illness, and hearing loss. 
Although it's hard to measure social isolation and loneliness precisely, there is strong evidence that many adults aged 50 and older are socially isolated or lonely in ways that put their health at risk. Recent studies found that social isolation significantly increased a person's risk of premature death from all causes, a risk that may rival those of smoking, obesity, and physical inactivity. Poor social relationships (characterized by social isolation or loneliness) was also associated with a 29% increased risk of heart disease. Loneliness among heart failure patients was associated with a nearly 4 times increased risk of death, 68% increased risk of hospitalization, and 57% increased risk of emergency department visits.
The writer's intention in writing the passage is to ....",disseminate the information about the impacts loneliness and social isolation in the elderly,encourage people to be more concerned about the elderly who are lonely and socially isolated,prove that the elderly experiencing loneliness and social isolation actually exist in the United States,convey the pain and sadness experienced by lonely and socially isolated elderly based on research,0
850,EN,"Loneliness and social isolation in older adults are serious public health risks affecting a significant number of people in the United States and putting them at risk for dementia and other serious medical conditions. A report from the National Academies of Sciences, Engineering, and Medicine (NASEM) points out that more than one-third of adults aged 45 and older feel lonely, and nearly one-fourth of adults aged 65 and older are considered to be socially isolated. Older adults are at increased risk for loneliness and social isolation because they are more likely to face factors such as living alone, the loss of family or friends, chronic illness, and hearing loss. 
Although it's hard to measure social isolation and loneliness precisely, there is strong evidence that many adults aged 50 and older are socially isolated or lonely in ways that put their health at risk. Recent studies found that social isolation significantly increased a person's risk of premature death from all causes, a risk that may rival those of smoking, obesity, and physical inactivity. Poor social relationships (characterized by social isolation or loneliness) was also associated with a 29% increased risk of heart disease. Loneliness among heart failure patients was associated with a nearly 4 times increased risk of death, 68% increased risk of hospitalization, and 57% increased risk of emergency department visits.
To whom is the text likely addressed?",Families staying with elderly,People living around elderly,Pensioners who have just left their jobs,Senior citizens living alone in the suburbs,1
851,EN,"Loneliness and social isolation in older adults are serious public health risks affecting a significant number of people in the United States and putting them at risk for dementia and other serious medical conditions. A report from the National Academies of Sciences, Engineering, and Medicine (NASEM) points out that more than one-third of adults aged 45 and older feel lonely, and nearly one-fourth of adults aged 65 and older are considered to be socially isolated. Older adults are at increased risk for loneliness and social isolation because they are more likely to face factors such as living alone, the loss of family or friends, chronic illness, and hearing loss. 
Although it's hard to measure social isolation and loneliness precisely, there is strong evidence that many adults aged 50 and older are socially isolated or lonely in ways that put their health at risk. Recent studies found that social isolation significantly increased a person's risk of premature death from all causes, a risk that may rival those of smoking, obesity, and physical inactivity. Poor social relationships (characterized by social isolation or loneliness) was also associated with a 29% increased risk of heart disease. Loneliness among heart failure patients was associated with a nearly 4 times increased risk of death, 68% increased risk of hospitalization, and 57% increased risk of emergency department visits.
From the last paragraph, we can infer that ...",Those who experience loneliness may develop heart disease.,Feeling lonely aggravates the heart condition of the elderly.,Heart disease is the worst ailment that a lonely older person will suffer from.,"The older people get, the more lonely they will feel.",1
852,EN,"Those in the retail industry that are successful in digitally transforming will be ones that leverage technology to innovate around an immersive and disruptive customer experience. These ""lighthouse"" retailers are the ones driving innovation, adopting emerging technologies early, and showing the industry what works and is possible. They are the ones experimenting with new models and store formats, playing with recombinations/reconfigurations of scale, assets, product, place, and people. The ""store of the future"" is the keystone of this effort. 
The store of the future will combine multiple formats to deliver an immersive and unique experience across all customer touchpoints online and in the store. It will be heavily instrumented for operational efficiency and digitally connected end-to-end to leverage a single view of customer, product, and order. The store of the future - despite its reliance on sophisticated technology and infrastructure - will be trying to look smaller and less intimidating, more personalized, and frictionless.
The deployment of these and other digital technologies in disruptive ways can turn visitors into shoppers and shoppers into brand-loyal customers. However, understanding which consumers want personalization and which want contextualized and relevant experiences, while protecting everyone's privacy, has grown more difficult. With so much at stake, data privacy has become a challenge for every party involved.
Who needs to see the passage?",Online customer,Businessperson,Manufacturer,Importer,1
853,EN,"Measles, a childhood disease, has caused suffering to mankind for thousands of years. However, the search for an effective measles vaccine lasted two hundred years and has finally ended in success. Now, for the first time, measles is a preventable disease. You may ask, ""How is this important to children?"" Every year measles kills twice as many Americans as polio does. More children die from measles than from any other common childhood disease. Also complications of some degree occur in about one child out of six. Most complication include pneumonia and ear disorders. Another after-effect of measles-brain damage is less common, but it can have such serious consequence that it deserves special attention. Brain damage due to measles sounds like something far away from our experience. In reality, it is not. Like other injury, damage to the brain can be very slight or very severe. It is quite possible that we have never seen or heard a child who has severe brain damage - the child would either have died or would be in an institution. However, in medical research a relation has been found between measles and such things as behavior problems, personality changes and dulling of metal ability. For example, a child may be bad-tempered or a little slow to learn after he has recovered from measles.
One of the important findings of the research on measles is that ....",children who have got measles may become difficult to handle because of their behavior.,"in reality, there are no measles patients who get brain damage.",personality changes already occur at the time a child has measles.,measles can cause children to become physically handicapped.,0
854,EN,"In the following article, the author speculates about a connection between the low-fat, high-carbohydrate diet recommended by the medical establishment in the last twenty years and the increasing rate of obesity among Americans. 
American dietitians and members of the medical community have ridiculed low-carbohydrate diets as quackery for the past thirty years, while extolling a diet that cuts down on fat, limits meat consumption, and relies on carbohydrates as its staple. Many Americans are familiar with the food pyramid promoted by the U.S. government, with its foundation of carbohydrates such as breads, rice, and pasta, and its apex allotted to fats, oils, and sweets. Adhering to the government's anti-fat, pro- carbohydrate gospel, food manufacturers have pumped out fat-free grain products that lure consumers with the promise of leaner days. Then, why are Americans getting so fat? Could the dietary recommendations of the last twenty years be wrong? And what's more, could the proponents of diets that push protein and fat be right? 
Fact: Obesity rates have soared throughout the country since the 1980s. The United States Centers of Disease Control reports that the number of obese adults has doubled in the last twenty years. The num-ber of obese children and teenagers has almost tripled, increasing 120% among African-American and Latino children and 50% among white children. The risk for Type 2 diabetes, which is associated with obesity, has increased dramatically as well. Disturbingly, the disease now affects 25% to 30% of children, compared with 3% to 5% two decades ago. 
What is behind this trend? Supersized portions, cheap fast food, and soft drinks combined with a sedentary lifestyle of TV watching or Internet surfing have most likely contributed to the rapid rise of obesity. Yet, there might be more to it: is it a coincidence that obesity rates increased in the last twenty years-the same time period in which the low-fat dietary doctrine has reigned? Before the 1980s, the conventional wisdom was that fat and protein created a feeling of satiation, so that overeating would be less likely. Carbohydrates, on the other hand, were regarded as a recipe for stoutness. This perception began to change after World War II when coronary heart disease reached near epidemic proportions among middle-aged men. A theory that dietary fat might increase cholesterol levels and, in turn, increase the risk of heart disease emerged in the 1950s and gained increasing acceptance by the late 1970s. In 1979, the focus of the food guidelines promoted by the United States Depart-ment of Agriculture (USDA) began to shift away from getting enough nutrients to avoiding excess fat, saturated fat, cholesterol, and sodium-the components believed to be linked to heart disease. The anti-fat credo was born. 
To date, the studies that have tried to link dietary fat to increased risk of coronary heart disease have remained ambiguous. Studies have shown that cholesterol-lowering drugs help reduce the risk of heart disease, but whether a diet low in cholesterol can do the same is still questionable. While nutrition experts are debating whether a low-fat, carbohydrate- based diet is the healthiest diet for Americans, nearly all agree that the anti-fat message of the last twenty years has been over-simplified. For example, some fats and oils like those found in olive oil and nuts are beneficial to the heart and may deserve a larger propor-tion in the American diet than their place at the tip of the food pyra-mid indicates. Likewise, some carbohydrates that form the basis of the food pyramid, like the ""refined"" carbohydrates contained in white bread, pasta, and white rice, are metabolized in the body much the same way sweets are. According to one Harvard Medical School researcher, a breakfast of a bagel with low-fat cream cheese is ""meta-bolically indistinguishable from a bowl of sugar."" 
So what about those high-fat, protein diets that restrict carbohy-drates like the popular Atkins' diet and others? A small group of nutrition experts within the medical establishment find it hard to ignore the anecdotal evidence that many lose weight successfully on these diets. They are arguing that those diets should not be dismissed out of hand, but researched and tested more closely. Still others fear that Ameri-cans, hungry to find a weight-loss regimen, may embrace a diet that has no long-term datal about whether it works or is safe. What is clear is that Americans are awaiting answers and in the meantime, we need to eat something.
The passage is primarily concerned with",questioning the dietary advice of the past two decades.,contrasting theories of good nutrition.,displaying the variety of ways one can interpret scientific evidence.,debunking the value of diets that restrict carbohydrates.,0
